,actual_y,pred_y
0,3.71332933,2.2271867
1,0.531132545,1.3769939
2,0.787429393,0.91942096
3,0.151522162,1.4126712
4,2.060967253,2.0165377
5,1.777891312,1.9913642
6,4.706265808,0.7464581
7,1.787178707,1.8867356
8,2.911174675,1.7111757
9,2.777035174,1.8427284
10,0.758441009,1.3881235
11,0.366906831,1.0795941
12,2.412909019,1.0832263
13,1.504698911,2.015921
14,-0.663099312,0.37757534
15,1.130977843,2.6998653
16,1.685806036,1.9180561
17,1.823008317,2.0189323
18,2.790901953,2.758409
19,1.569834987,1.3582284
20,-0.216526787,0.93756396
21,0.716981763,0.6475331
22,-0.421230714,0.59157693
23,1.171790609,0.69945514
24,1.315273386,1.9627683
25,3.807534722,1.7392203
26,1.301526397,1.4743731
27,0.90349998,1.1190072
28,0.740791061,2.3765836
29,0.202335887,0.7018366
30,0.723269065,1.260828
31,0.417160384,0.70853734
32,0.655766525,2.0000854
33,0.743872362,2.1459596
34,-0.528660438,0.6352223
35,5.981556167,1.0443875
36,0.226206478,1.4725375
37,3.610041401,2.6623163
38,2.555152156,1.7839864
39,1.030271991,1.5443743
40,0.953262267,2.1025825
41,3.296552506,1.668025
42,1.623624001,1.828761
43,1.565053869,2.4556403
44,0.874618323,1.4310522
45,1.637840732,2.1529462
46,3.4815058,1.4591086
47,0.482775515,1.820736
48,1.754745309,2.3428898
49,2.175674566,0.94362223
50,3.870797015,2.0251045
51,0.557787552,0.7801466
52,3.366777889,2.4212582
53,3.277513358,1.4040629
54,1.654718641,1.82832
55,-0.604583446,0.6785312
56,0.901118439,1.8303134
57,0.997851335,1.4071614
58,1.132186294,1.0446653
59,2.939113918,2.0925522
60,0.877673179,1.9929775
61,3.658064542,2.309042
62,3.48656454,1.4178171
63,1.278232416,0.94520324
64,5.069125976,2.282136
65,3.558418675,2.0947158
66,0.255417992,1.0272434
67,0.809854254,0.6294569
68,-0.007066754,1.209307
69,0.288500575,1.4752192
70,-0.295357854,1.1487918
71,2.63889726,1.7240211
72,1.219014971,1.6112989
73,1.442928128,0.65161943
74,2.689914749,2.0631266
75,0.672584714,1.3326035
76,2.266374023,2.072349
77,1.077801236,1.3201168
78,1.987682103,1.0607443
79,2.126584599,2.7031913
80,1.256702783,1.4382977
81,1.888219865,0.95636743
82,0.845780517,1.3670744
83,0.959826528,2.3729036
84,3.360578864,2.2077522
85,1.06945935,1.8601145
86,0.947021225,1.0376931
87,2.101534723,1.7384795
88,2.835155422,1.8247894
89,0.99853698,2.1466973
90,2.634109011,0.5354801
91,0.33122744,1.7688874
92,0.536960986,1.8618219
93,1.049989701,1.4865415
94,2.774420805,0.7875291
95,1.086993092,0.6366134
96,0.585142417,1.6528922
97,0.788027845,1.5806248
98,0.744549703,0.873749
99,1.918493046,2.505693
100,2.062159811,2.5042868
101,5.895525581,1.9880104
102,1.799575661,1.8901578
103,1.913584566,1.4939045
104,1.062876614,1.7891614
105,3.23681208,2.621179
106,1.419640734,1.0203578
107,1.328375127,1.5232675
108,1.115758082,2.6168017
