,actual_y,pred_y
0,3.71332933,1.518182811906967
1,0.531132545,-1.5779219650107503
2,0.787429393,-0.5534317383369811
3,0.151522162,-0.745047715881701
4,2.060967253,2.5064488180583977
5,1.777891312,0.19586650733807964
6,4.706265808,2.0718221992408044
7,1.787178707,0.7380659834980687
8,2.911174675,1.7348588334906032
9,2.777035174,2.0626732316068956
10,0.758441009,-1.1441726202916889
11,0.366906831,-2.3148357711658756
12,2.412909019,0.4463166869528774
13,1.504698911,1.4444389022042543
14,-0.663099312,-1.4332590453737728
15,1.130977843,1.8298713075130624
16,1.685806036,1.5019800649362112
17,1.823008317,0.6903786497401483
18,2.790901953,1.8916524416113558
19,1.569834987,0.4885952671516609
20,-0.216526787,-1.765560032314366
21,0.716981763,-0.17080147313482863
22,-0.421230714,-1.4576251648790346
23,1.171790609,0.2160133442558818
24,1.315273386,0.8671008087939998
25,3.807534722,2.7553684069407094
26,1.301526397,-1.2123598793459842
27,0.90349998,-0.2767633844807955
28,0.740791061,0.09248693578515965
29,0.202335887,-0.613764426040619
30,0.723269065,1.9798969844718892
31,0.417160384,-0.5642573615900903
32,0.655766525,0.42365900983168525
33,0.743872362,1.3077743819699756
34,-0.528660438,-2.3379176983053833
35,5.981556167,1.557126684177315
36,0.226206478,0.11709058175771103
37,3.610041401,2.1055950601918463
38,2.555152156,0.3157394559367308
39,1.030271991,0.9775631657242854
40,0.953262267,-0.8858925185405848
41,3.296552506,1.8791855675675784
42,1.623624001,1.5096151867198868
43,1.565053869,1.1433106285525743
44,0.874618323,1.7675930313299861
45,1.637840732,1.628158618280637
46,3.4815058,1.5171612626357927
47,0.482775515,-0.7127648082943354
48,1.754745309,2.1849407231896225
49,2.175674566,-0.6456519047737102
50,3.870797015,1.9312321110916093
51,0.557787552,-1.6435690553533968
52,3.366777889,2.1926990835714677
53,3.277513358,0.9748682506686117
54,1.654718641,2.279590061121893
55,-0.604583446,-2.3464680569565184
56,0.901118439,-0.9504986361968419
57,0.997851335,0.3042934782910365
58,1.132186294,0.06924318070376767
59,2.939113918,2.6756428270269117
60,0.877673179,0.3049242836888171
61,3.658064542,3.2333747044993344
62,3.48656454,1.3833638775696835
63,1.278232416,-0.200804645887255
64,5.069125976,2.9372574725890983
65,3.558418675,3.2018920291143225
66,0.255417992,0.21570600430851616
67,0.809854254,-1.0875155074100205
68,-0.007066754,-2.06577172315642
69,0.288500575,-0.17684236469770376
70,-0.295357854,-1.946749940264441
71,2.63889726,1.2472994114776021
72,1.219014971,-1.4338565914558528
73,1.442928128,0.7140277499265284
74,2.689914749,0.27766168560233817
75,0.672584714,-1.703585922875738
76,2.266374023,2.7586540324283
77,1.077801236,0.384513432057467
78,1.987682103,1.7971340468974137
79,2.126584599,1.8497332960811157
80,1.256702783,1.102373652455964
81,1.888219865,1.4071692264439077
82,0.845780517,0.754681473628108
83,0.959826528,0.824774694518827
84,3.360578864,3.4100588935458642
85,1.06945935,-0.22387068247886255
86,0.947021225,0.6778779485396851
87,2.101534723,1.7355472958334586
88,2.835155422,1.8570465636648008
89,0.99853698,1.9369396065446483
90,2.634109011,-0.04691115064002682
91,0.33122744,0.05500712187479806
92,0.536960986,0.7043286130402779
93,1.049989701,0.5294097922706842
94,2.774420805,0.5791494476894155
95,1.086993092,-0.2220960645142247
96,0.585142417,0.9600768994157489
97,0.788027845,0.43615136316997827
98,0.744549703,0.4286677502217775
99,1.918493046,0.8006023301705236
100,2.062159811,1.8816694496132182
101,5.895525581,2.348209278553721
102,1.799575661,1.4403696061084195
103,1.913584566,-0.005277497281188648
104,1.062876614,-0.2741031339663227
105,3.23681208,3.5309371212617373
106,1.419640734,1.5031930450604736
107,1.328375127,2.4898887679341764
108,1.115758082,0.7031830786006812
109,1.978883332,1.699430858244095
110,-0.241266704,-1.9742803232859103
111,1.722843669,-0.18390232249372396
112,2.101969549,2.2618391686918464
113,0.244337365,-1.8522968995413072
114,1.56433564,0.2339320824067479
115,1.441660832,0.8534995716307507
116,1.656522912,1.4511470894509895
117,1.511005708,-0.015133258837908947
118,0.522060715,-0.41990627473407693
119,3.618677626,2.0897996971492954
120,0.789751922,-0.10697999090387533
121,1.81160861,2.1899877642289685
122,1.115530841,0.9042792811541653
123,4.023895825,1.4075728678130248
124,1.567227234,0.03756647065131968
125,1.636599594,-0.5877122845738207
126,0.568995661,-0.8904828800261146
127,1.749983644,-0.6613885304398068
128,0.639046535,-0.492447496554282
129,1.780732447,1.3586334059945702
130,0.629173721,0.030446445862202243
131,1.04239738,0.2980365429985192
132,4.592337415,3.3593599876842593
133,2.881333063,2.1417817773074077
134,1.667092876,2.0049684355315636
135,2.562768534,2.797912559380306
136,0.253356623,-0.2997685422281977
137,2.810644595,3.1476314188749397
138,-0.253868941,-1.1086902126718856
139,0.329047975,0.44068193285247936
140,2.791200523,1.7276953802148232
141,0.927516128,0.6584016993925588
142,3.932375852,1.0221233617201606
143,1.974073155,0.642973577992157
144,0.072339018,-0.5522652451765899
145,3.406003139,2.337411217333588
146,0.298192616,0.17661272987012655
147,2.658114795,1.5415998557516994
148,5.424683213,3.649976366984945
149,0.49544932,-0.13232552595596525
150,0.346901998,-0.7141766797399085
151,3.693482619,4.151397499448826
152,0.54703473,-0.5846073240990561
153,2.127933107,2.7290607000197227
154,1.495790954,2.439421915512071
155,-0.42284698,-2.468812351773769
156,0.635499573,0.11759553376457177
157,0.922585847,-1.2366479221633768
158,1.355379904,1.4901024011039692
159,1.921952408,1.0112112038776746
160,1.973617347,1.8563970237896696
161,1.841524509,0.5182923122242769
162,1.658058861,3.0331229795001318
163,2.092011007,2.4071566123171517
164,0.622488915,-0.3028459852057397
165,2.438966553,2.820648368099539
